rank	taxon	taxon_label	metabolite	metabolite_label	metabolite_platform	metabolite_display_name	metabolite_annotation	annotation_status	taxon_effect_direction	metabolite_effect_direction	taxon_fdr	metabolite_fdr	spearman_rho	correlation_fdr	adjusted_spearman_rho	adjusted_correlation_fdr	spls_component	spls_loading	prevalence	missingness	biological_note	overall_score	taxon_effect_size	metabolite_effect_size	taxon_best_comparison	metabolite_best_comparison	metabolite_key_full	metabolite_key_without_platform	annotation_id_raw.x	c18n_annotation_by_full_id	annotation_id_raw.y	c18n_annotation_by_qi_id
120	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	Odoribacter	C18n_QI4641	C18n QI4641	C18N	C18n QI4641	NA	C18n_feature_without_matched_annotation	higher_in_case_group	lower_in_case_group	0.735725175417784	5.5556770370696e-4	0.3078489985072068	0.0270239741595067	0.3141941935491681	0.02366407336080571	comp1|comp1	0.5918950229345374	0.5207253886010362	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3215399195494562	0.00458844989895571	6.76978673385037	CD_vs_UC	UC_vs_non_IBD	C18N_QI4641	QI4641	NA	NA	NA	NA
121	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	Odoribacter	C18n_QI3278	C18n QI3278	C18N	C18n QI3278	NA	C18n_feature_without_matched_annotation	higher_in_case_group	lower_in_case_group	0.735725175417784	0.00103166788215495	0.3367581897215456	0.01584668054524148	0.348037091829565	0.01190380411563415	comp1|metabolite_not_selected	0.5918950229345374	0.5207253886010362	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.32149086513522984	0.00458844989895571	5.3691059025221	CD_vs_UC	UC_vs_non_IBD	C18N_QI3278	QI3278	NA	NA	NA	NA
122	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	C18n_QI7436	C18n QI7436	C18N	C18n QI7436	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.640034995738657	8.2423756791303e-4	0.3056895886724812	0.02780027128545389	0.31964829616477003	0.02124162142557786	comp1|comp2	0.1929733269678666	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3201489628269114	0.00310020507313553	8.48693420336124	CD_vs_UC	IBD_vs_non_IBD	C18N_QI7436	QI7436	NA	NA	NA	NA
123	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	C18n_QI8815	C18n QI8815	C18N	C18n QI8815	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.701708227496494	3.8602095632555e-4	-0.30134848991519914	0.03107365352489179	-0.30150321376736466	0.02970297803409793	comp1|comp1	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.31924217450673825	2.9609580665565e-4	7.43332711149582	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI8815	QI8815	NA	NA	NA	NA
124	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	Odoribacter	HILp_QI12296	HILp QI12296	HILP	HILp QI12296	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	higher_in_case_group	0.735725175417784	6.0158889061692e-4	-0.31994692086703164	0.02222009503001025	-0.3109786439975119	0.02513123154410883	comp1|comp1	0.5918950229345374	0.5207253886010362	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.31783322042088175	0.00458844989895571	5.9317008615652	CD_vs_UC	UC_vs_non_IBD	HILP_QI12296	QI12296	NA	NA	NA	NA
125	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	C18n_QI334	C18n QI334	C18N	C18n QI334	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.701708227496494	5.2562606465987e-4	-0.32806429624901867	0.01948008518867259	-0.3369583246941737	0.01618952515609314	comp1|metabolite_not_selected	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.31650390734732936	2.9609580665565e-4	5.58773309818252	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI334	QI334	NA	NA	NA	NA
126	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	HILn_QI26736	HILn QI26736	NA	HILn QI26736	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	lower_in_case_group	0.701708227496494	0.00232132680087825	0.3721994887475431	0.00680026129107837	0.371778227514823	0.00693151495531549	comp1|comp1	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3160782943021929	2.9609580665565e-4	4.10331135148931	CD_vs_non_IBD	UC_vs_non_IBD	HILN_QI26736	HILN_QI26736	NA	NA	NA	NA
127	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	C18n_QI2228	C18n QI2228	C18N	C18n QI2228	NA	C18n_feature_without_matched_annotation	higher_in_case_group	lower_in_case_group	0.701708227496494	0.00160342277663911	0.3708383498941713	0.00698391711403952	0.3726464446714904	0.00693151495531549	comp1|metabolite_not_selected	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.315883041376454	2.9609580665565e-4	3.62649055639007	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI2228	QI2228	NA	NA	NA	NA
128	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	Clostridium	C8p_QI6409	C8p QI6409	C8P	C8p QI6409	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	higher_in_case_group	0.717792101678811	9.5917407228237e-4	0.32679306132074293	0.0197305489591019	0.3106218807417838	0.02519523221498103	comp2|comp2	0.37710860945610286	0.8911917098445595	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3133080030499925	0.0118781304864783	4.94747023171726	CD_vs_UC	IBD_vs_non_IBD	C8P_QI6409	QI6409	NA	NA	NA	NA
129	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	Odoribacter	HILn_QI25565	HILn QI25565	NA	HILn QI25565	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	lower_in_case_group	0.735725175417784	0.00160342277663911	0.34747703232002486	0.01237513607262365	0.33070650454904676	0.01813497357929698	comp1|metabolite_not_selected	0.5918950229345374	0.5207253886010362	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3126671478584203	0.00458844989895571	4.92843698725583	CD_vs_UC	UC_vs_non_IBD	HILN_QI25565	HILN_QI25565	NA	NA	NA	NA
130	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	C18n_QI2596	C18n QI2596	C18N	C18n QI2596	NA	C18n_feature_without_matched_annotation	lower_in_case_group	lower_in_case_group	0.717792101678811	0.00156548814186874	-0.3113067472936606	0.02597668665627925	-0.2904957988807632	0.03597998613934881	comp1|comp2	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3123174373330845	0.037346719580817	4.15992887504506	CD_vs_UC	UC_vs_non_IBD	C18N_QI2596	QI2596	NA	NA	NA	NA
131	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	C18n_QI11958	C18n QI11958	C18N	C18n QI11958	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.640034995738657	5.2562606465987e-4	0.3174391852665746	0.02352035688807532	0.2862819186788996	0.03912881359490801	comp1|comp2	0.1929733269678666	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3116444829190686	0.00310020507313553	6.96517848724517	CD_vs_UC	UC_vs_non_IBD	C18N_QI11958	QI11958	NA	NA	NA	NA
132	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	Bilophila	C18n_QI8815	C18n QI8815	C18N	C18n QI8815	NA	C18n_feature_without_matched_annotation	lower_in_case_group	higher_in_case_group	0.698385791095503	3.8602095632555e-4	-0.3006124316110853	0.03154113919468104	-0.30571221231598583	0.02777640864821342	comp1|comp1	0.3818880508384323	0.5880829015544041	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.31031367705616386	0.00276497352952435	7.43332711149582	IBD_vs_non_IBD	UC_vs_non_IBD	C18N_QI8815	QI8815	NA	NA	NA	NA
133	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	HILn_QI1594	HILn QI1594	NA	HILn QI1594	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	higher_in_case_group	0.640034995738657	8.4371353084536e-4	0.33480199046236775	0.01640711541975647	0.3109268090400165	0.02513123154410883	comp1|metabolite_not_selected	0.1929733269678666	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.31025926649405605	0.00310020507313553	6.10292463983173	CD_vs_UC	UC_vs_non_IBD	HILN_QI1594	HILN_QI1594	NA	NA	NA	NA
134	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	Alistipes	C18n_QI2596	C18n QI2596	C18N	C18n QI2596	NA	C18n_feature_without_matched_annotation	lower_in_case_group	lower_in_case_group	0.583347516910695	0.00156548814186874	0.3002513245923936	0.03165073334519612	0.2974232297551152	0.03177615250683043	taxon_not_selected|comp2	0.01628703533940474	0.7849740932642487	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3081999452452927	0.0396156796527869	4.15992887504506	IBD_vs_non_IBD	UC_vs_non_IBD	C18N_QI2596	QI2596	NA	NA	NA	NA
135	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	Blautia	C18n_QI7436	C18n QI7436	C18N	C18n QI7436	NA	C18n_feature_without_matched_annotation	lower_in_case_group	higher_in_case_group	0.899847523293641	8.2423756791303e-4	0.3286448333189759	0.0194168444399668	0.29599714255273424	0.03244185703950578	taxon_not_selected|comp2	0.18181304340491175	0.9740932642487048	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3071667557729348	0.00148605939572706	8.48693420336124	CD_vs_non_IBD	IBD_vs_non_IBD	C18N_QI7436	QI7436	NA	NA	NA	NA
136	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	Escherichia	C8p_QI2513	C8p QI2513	C8P	C8p QI2513	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	higher_in_case_group	0.687969904973528	0.00139654374355068	0.314599905289526	0.02465803460103004	0.33279408698435836	0.01742643313334378	comp2|comp2	0.32792783612957627	0.7253886010362695	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3067568706376863	0.0157595139323935	5.62981890675967	CD_vs_non_IBD	IBD_vs_non_IBD	C8P_QI2513	QI2513	NA	NA	NA	NA
137	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	Coprobacillus	C18n_QI382	C18n QI382	C18N	C18n QI382	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.687969904973528	9.0783021618456e-4	0.3867529896018659	0.00484258299216142	0.3871106526625334	0.00503002163495427	comp1;comp2|comp2	0.1563516687803019	0.27202072538860106	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.30667010485586416	0.003770206224345	3.53676868051434	CD_vs_non_IBD	IBD_vs_non_IBD	C18N_QI382	QI382	NA	NA	NA	NA
138	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	C18n_QI709	C18n QI709	C18N	C18n QI709	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.640034995738657	3.8602095632555e-4	0.30502799087704746	0.02823900956344537	0.3108231391250259	0.02513123154410883	comp1|metabolite_not_selected	0.1929733269678666	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.30441254768834863	0.00310020507313553	6.62819026772558	CD_vs_UC	UC_vs_non_IBD	C18N_QI709	QI709	NA	NA	NA	NA
139	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	HILp_QI1233	HILp QI1233	HILP	HILp QI1233	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	higher_in_case_group	0.640034995738657	0.00200438577344182	0.3491706406800746	0.01199901019699131	0.3288928053078996	0.01856259587970533	comp1|metabolite_not_selected	0.1929733269678666	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3041022111723513	0.00310020507313553	5.82395402569307	CD_vs_UC	UC_vs_non_IBD	HILP_QI1233	QI1233	NA	NA	NA	NA
140	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	HILn_QI31979	HILn QI31979	NA	HILn QI31979	NA	unannotated_feature_no_matching_platform_annotation	lower_in_case_group	lower_in_case_group	0.717792101678811	0.00197809278858907	-0.31267952503568613	0.02522604354098352	-0.3266214833039554	0.0188289016146332	comp1|metabolite_not_selected	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.30393660665163796	0.037346719580817	3.56477419108145	CD_vs_UC	UC_vs_non_IBD	HILN_QI31979	HILN_QI31979	NA	NA	NA	NA
141	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	HILp_QI3032	HILp QI3032	HILP	HILp QI3032	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	higher_in_case_group	0.640034995738657	5.5556770370696e-4	0.34023792873569103	0.01466073207091741	0.28416218291163053	0.04041805494341716	comp1|metabolite_not_selected	0.1929733269678666	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.30312668936010295	0.00310020507313553	4.98314928724376	CD_vs_UC	UC_vs_non_IBD	HILP_QI3032	QI3032	NA	NA	NA	NA
142	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	Subdoligranulum	C18n_QI8934	C18n QI8934	C18N	C18n QI8934	NA	C18n_feature_without_matched_annotation	lower_in_case_group	higher_in_case_group	0.687969904973528	7.9488822006181e-4	-0.31703461038478153	0.02352035688807532	-0.33137051627617664	0.01786949804143292	taxon_not_selected|metabolite_not_selected	0	0.966321243523316	0	Disease-associated metabolite paired with correlated microbial feature; candidate for downstream biological interpretation.	0.30156712195858254	0.0191451312082043	5.27096691915602	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI8934	QI8934	NA	NA	NA	NA
143	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	Coprobacillus	C18n_QI3804	C18n QI3804	C18N	C18n QI3804	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.687969904973528	0.00101700628028848	0.31398272474107386	0.02496143878394327	0.2933523035109649	0.03437584704923685	comp1;comp2|comp1	0.1563516687803019	0.27202072538860106	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3000328823666999	0.003770206224345	9.6552070365468	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI3804	QI3804	NA	NA	NA	NA
144	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	Barnesiella	C8p_QI2513	C8p QI2513	C8P	C8p QI2513	NA	unannotated_feature_no_matching_platform_annotation	lower_in_case_group	higher_in_case_group	0.583347516910695	0.00139654374355068	-0.32176676939940274	0.02189478459893534	-0.3645018485011523	0.00785852462251166	comp2|comp2	0.32792783612957627	0.3238341968911917	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.2994979339362717	0.00984543875213202	5.62981890675967	IBD_vs_non_IBD	IBD_vs_non_IBD	C8P_QI2513	QI2513	NA	NA	NA	NA
145	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	Odoribacter	C18n_QI11343	C18n QI11343	C18N	C18n QI11343	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.735725175417784	0.00140989774199194	-0.35163798465685253	0.01135923703964894	-0.3322517105535973	0.017524651668174	comp1|comp1	0.5918950229345374	0.5207253886010362	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.2987464208672396	0.00458844989895571	3.65582840715884	CD_vs_UC	UC_vs_non_IBD	C18N_QI11343	QI11343	NA	NA	NA	NA
146	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	C18n_QI2985	C18n QI2985	C18N	C18n QI2985	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.701708227496494	0.00107430790722988	-0.33486924620656977	0.01640711541975647	-0.3237822814027728	0.01965838450338422	comp1|comp2	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.2987441099888401	2.9609580665565e-4	5.28663198418072	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI2985	QI2985	NA	NA	NA	NA
147	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	HILp_QI9931	HILp QI9931	HILP	HILp QI9931	NA	unannotated_feature_no_matching_platform_annotation	lower_in_case_group	lower_in_case_group	0.717792101678811	0.00269245392196929	-0.3213697781841523	0.02200577210890704	-0.3181466439551831	0.02186131488686825	comp1|metabolite_not_selected	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.29808455058833067	0.037346719580817	3.23069050213076	CD_vs_UC	UC_vs_non_IBD	HILP_QI9931	QI9931	NA	NA	NA	NA
148	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	C18n_QI3682	C18n QI3682	C18N	C18n QI3682	NA	C18n_feature_without_matched_annotation	higher_in_case_group	lower_in_case_group	0.640034995738657	0.00202663071745311	-0.3460346704955978	0.01241684177442638	-0.32026834022874007	0.02120747066614191	comp1|metabolite_not_selected	0.1929733269678666	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.2980142727023655	0.00310020507313553	5.77649095042478	CD_vs_UC	UC_vs_non_IBD	C18N_QI3682	QI3682	NA	NA	NA	NA
149	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	Veillonella	C18n_QI1872	C18n QI1872	C18N	C18n QI1872	NA	C18n_feature_without_matched_annotation	higher_in_case_group	lower_in_case_group	0.687969904973528	0.00230268802649599	-0.36045553022811233	0.008966146793317	-0.3425748396930719	0.01368104376455526	taxon_not_selected|comp2	0.0379320193910448	0.6606217616580311	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.2977205138928291	0.0162407053268562	4.45121977306494	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI1872	QI1872	NA	NA	NA	NA
150	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	Odoribacter	C18n_QI3702	C18n QI3702	C18N	C18n QI3702	NA	C18n_feature_without_matched_annotation	higher_in_case_group	lower_in_case_group	0.735725175417784	0.00167672005059674	0.320481773778546	0.02218844297771234	0.3449965153788813	0.01313274051921069	comp1|metabolite_not_selected	0.5918950229345374	0.5207253886010362	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.296610078295612	0.00458844989895571	5.89953689990613	CD_vs_UC	UC_vs_non_IBD	C18N_QI3702	QI3702	NA	NA	NA	NA
151	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	Odoribacter	C18n_QI2823	C18n QI2823	C18N	C18n QI2823	NA	C18n_feature_without_matched_annotation	higher_in_case_group	lower_in_case_group	0.735725175417784	0.00140913126467648	0.31960526946893525	0.02223239799439221	0.34409582298237334	0.01350387508158986	comp1|metabolite_not_selected	0.5918950229345374	0.5207253886010362	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.2940687368616641	0.00458844989895571	5.55032651572851	CD_vs_UC	UC_vs_non_IBD	C18N_QI2823	QI2823	NA	NA	NA	NA
152	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	Escherichia	C8p_QI10300	C8p QI10300	C8P	C8p QI10300	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	higher_in_case_group	0.687969904973528	0.00166686241612189	0.33467758656437896	0.01640711541975647	0.36433754924320955	0.00785852462251166	comp2|comp2	0.3881376544292531	0.7253886010362695	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.29401342153677684	0.0157595139323935	3.04734933290017	CD_vs_non_IBD	IBD_vs_non_IBD	C8P_QI10300	QI10300	NA	NA	NA	NA
153	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	HILn_QI26736	HILn QI26736	NA	HILn QI26736	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	lower_in_case_group	0.640034995738657	0.00232132680087825	-0.36373521983863005	0.00871648502716816	-0.3586617054245927	0.00931485142707769	comp1|comp1	0.1929733269678666	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.29380285305858717	0.00310020507313553	4.10331135148931	CD_vs_UC	UC_vs_non_IBD	HILN_QI26736	HILN_QI26736	NA	NA	NA	NA
154	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	Odoribacter	C18n_QI1728	C18n QI1728	C18N	C18n QI1728	NA	C18n_feature_without_matched_annotation	higher_in_case_group	lower_in_case_group	0.735725175417784	8.411507227375e-4	0.3081822754986722	0.0270239741595067	0.3121238755835413	0.02493885419655512	comp1|comp2	0.5918950229345374	0.5207253886010362	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.29113275043524195	0.00458844989895571	5.71167097775273	CD_vs_UC	UC_vs_non_IBD	C18N_QI1728	QI1728	NA	NA	NA	NA
155	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	C18n_QI745	C18n QI745	C18N	C18n QI745	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.640034995738657	5.7839196363683e-4	0.3377339110903521	0.01538286403054823	0.3050008423545847	0.02787269695791008	comp1|comp2	0.1929733269678666	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.2905913782643007	0.00310020507313553	4.30164145310103	CD_vs_UC	UC_vs_non_IBD	C18N_QI745	QI745	NA	NA	NA	NA
156	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	C18n_QI762	C18n QI762	C18N	C18n QI762	NA	C18n_feature_without_matched_annotation	lower_in_case_group	lower_in_case_group	0.717792101678811	0.00232352673062016	-0.3160270404498398	0.02388885594860219	-0.30556453147934576	0.02780022081871048	comp1|metabolite_not_selected	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.2889220579237731	0.037346719580817	2.97792878620174	CD_vs_UC	UC_vs_non_IBD	C18N_QI762	QI762	NA	NA	NA	NA
157	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	Odoribacter	C18n_QI762	C18n QI762	C18N	C18n QI762	NA	C18n_feature_without_matched_annotation	higher_in_case_group	lower_in_case_group	0.735725175417784	0.00232352673062016	0.3612232133799224	0.008966146793317	0.34065891759456723	0.01412539653850422	comp1|metabolite_not_selected	0.5918950229345374	0.5207253886010362	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.2878184132361985	0.00458844989895571	2.97792878620174	CD_vs_UC	UC_vs_non_IBD	C18N_QI762	QI762	NA	NA	NA	NA
158	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	C18n_QI663	C18n QI663	C18N	C18n QI663	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.701708227496494	4.1679539351131e-4	-0.3155193862741032	0.02407636842414951	-0.2993676135185569	0.03072424245435022	comp1|comp1	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.28777544538447886	2.9609580665565e-4	4.874494771417	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI663	QI663	NA	NA	NA	NA
159	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	C18n_QI11350	C18n QI11350	C18N	C18n QI11350	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.640034995738657	0.00243746675761238	0.3544681733360978	0.01076997441252594	0.343655401202571	0.01359031237923287	comp1|comp1	0.2913227229412961	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.28752975346012827	0.00310020507313553	4.02120910356017	CD_vs_UC	UC_vs_non_IBD	C18N_QI11350	QI11350	NA	NA	NA	NA
