taxon	metabolite	spearman_rho	p_value	n_samples	adjusted_correlation_fdr	abs_adjusted_rho	adjusted_direction	covariates_used	taxon_label	metabolite_label
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	C18n_QI2402	-0.03553766920644251	0.7189163925056596	105	0.8813130417985146	0.03553766920644251	negative	sex_model;antibiotic_model	Klebsiella	C18n QI2402
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	C18n_QI736	-0.0354965788928053	0.7192278223682189	105	0.8813130417985146	0.0354965788928053	negative	sex_model;antibiotic_model	Odoribacter	C18n QI736
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	C18n_QI7605	-0.03546676483442944	0.7194538165041199	105	0.8813130417985146	0.03546676483442944	negative	sex_model;antibiotic_model	Clostridium	C18n QI7605
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	C18n_QI1728	0.035458956787156826	0.7195130064324283	105	0.8813130417985146	0.035458956787156826	positive	sex_model;antibiotic_model	Anaerostipes	C18n QI1728
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	C18n_QI413	0.03536752865801153	0.7202062126115849	105	0.8818851582998999	0.03536752865801153	positive	sex_model;antibiotic_model	Clostridium	C18n QI413
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	C18n_QI8231	-0.0352813704068687	0.7208596701852893	105	0.8824082591721997	0.0352813704068687	negative	sex_model;antibiotic_model	Desulfovibrio	C18n QI8231
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	C8p_QI2513	-0.035223356334191526	0.7212997846092815	105	0.88244303284174	0.035223356334191526	negative	sex_model;antibiotic_model	Streptococcus	C8p QI2513
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	C18n_QI663	0.0352166701223305	0.7213505143273337	105	0.88244303284174	0.0352166701223305	positive	sex_model;antibiotic_model	Escherichia	C18n QI663
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	C18n_QI2966	-0.035188154773436994	0.7215668799313613	105	0.88244303284174	0.035188154773436994	negative	sex_model;antibiotic_model	Bacteroides	C18n QI2966
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	C18n_QI3804	0.03513434482776853	0.7219752328680515	105	0.8825344090841537	0.03513434482776853	positive	sex_model;antibiotic_model	Eggerthella	C18n QI3804
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	C18n_QI1515	-0.035118672815094364	0.722094179330137	105	0.8825344090841537	0.035118672815094364	negative	sex_model;antibiotic_model	Paraprevotella	C18n QI1515
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	HILp_QI3818	-0.03505079825834543	0.7226094057904222	105	0.882887431886794	0.03505079825834543	negative	sex_model;antibiotic_model	Prevotella	HILp QI3818
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	HILn_QI26736	-0.035015411145223385	0.7228780736952325	105	0.8829390815569705	0.035015411145223385	negative	sex_model;antibiotic_model	Escherichia	HILn QI26736
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	C18n_QI11343	0.034967862326352885	0.7232391293485658	105	0.8831035079710102	0.034967862326352885	positive	sex_model;antibiotic_model	Veillonella	C18n QI11343
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	HILp_QI1232	0.03489130690449749	0.723820570328908	105	0.8835368464108737	0.03489130690449749	positive	sex_model;antibiotic_model	Klebsiella	HILp QI1232
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	C8p_QI8001	0.03478183181565413	0.7246523101154084	105	0.8842316714962708	0.03478183181565413	positive	sex_model;antibiotic_model	Dialister	C8p QI8001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	C18n_QI3682	-0.03467995987965594	0.7254265724961624	105	0.8842316714962708	0.03467995987965594	negative	sex_model;antibiotic_model	Eubacterium	C18n QI3682
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	HILp_QI3818	-0.03467758656437901	0.7254446138237177	105	0.8842316714962708	0.03467758656437901	negative	sex_model;antibiotic_model	Roseburia	HILp QI3818
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	C18n_QI1326	-0.03467758656437901	0.7254446138237177	105	0.8842316714962708	0.03467758656437901	negative	sex_model;antibiotic_model	Prevotella	C18n QI1326
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	C18n_QI2448	0.034667219572879944	0.7255234227661709	105	0.8842316714962708	0.034667219572879944	positive	sex_model;antibiotic_model	Blautia	C18n QI2448
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	C18n_QI3745	0.0345868141308989	0.726134754942221	105	0.884700263753409	0.0345868141308989	positive	sex_model;antibiotic_model	Klebsiella	C18n QI3745
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	C18n_QI1515	-0.034542190608280475	0.726474107126073	105	0.8848372947506822	0.034542190608280475	negative	sex_model;antibiotic_model	Lactobacillus	C18n QI1515
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	C18n_QI903	-0.03449813429638332	0.7268091976895653	105	0.8849690511986591	0.03449813429638332	negative	sex_model;antibiotic_model	Coprococcus	C18n QI903
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	C8p_QI2513	-0.03438334695304343	0.7276825074420255	105	0.8857558611185704	0.03438334695304343	negative	sex_model;antibiotic_model	Prevotella	C8p QI2513
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	HILp_QI3818	-0.03431474186191167	0.7282046260477438	105	0.8861148335682375	0.03431474186191167	negative	sex_model;antibiotic_model	Escherichia	HILp QI3818
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	C18n_QI2917	0.034236603724382066	0.728799447244679	105	0.8864806001318728	0.034236603724382066	positive	sex_model;antibiotic_model	Clostridium	C18n QI2917
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	HILn_QI2276	0.034200704955421934	0.729072778124451	105	0.8864806001318728	0.034200704955421934	positive	sex_model;antibiotic_model	Subdoligranulum	HILn QI2276
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	C18n_QI1326	0.03416960398092473	0.729309606347821	105	0.8864806001318728	0.03416960398092473	positive	sex_model;antibiotic_model	Sutterella	C18n QI1326
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	C18n_QI1109	-0.03412155448151528	0.7296755445101037	105	0.8864806001318728	0.03412155448151528	negative	sex_model;antibiotic_model	Eggerthella	C18n QI1109
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	C8p_QI7970	0.03410917012513968	0.7297698718462482	105	0.8864806001318728	0.03410917012513968	positive	sex_model;antibiotic_model	Parabacteroides	C8p QI7970
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	C18n_QI1028	-0.034096152430675306	0.7298690274419086	105	0.8864806001318728	0.034096152430675306	negative	sex_model;antibiotic_model	Bilophila	C18n QI1028
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	HILn_QI27528	-0.03388987001221164	0.7314408707416639	105	0.8881131369528297	0.03388987001221164	negative	sex_model;antibiotic_model	Eubacterium	HILn QI27528
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	C18n_QI4641	-0.033765917195012624	0.7323859089438861	105	0.8889838297171353	0.033765917195012624	negative	sex_model;antibiotic_model	Collinsella	C18n QI4641
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	HILp_QI3060	0.03358905245697698	0.7337350492875365	105	0.8902593238959924	0.03358905245697698	positive	sex_model;antibiotic_model	Escherichia	HILp QI3060
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	C18n_QI1579	0.03356831847397885	0.7338932631604143	105	0.8902593238959924	0.03356831847397885	positive	sex_model;antibiotic_model	Dialister	C18n QI1579
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	HILp_QI4213	0.03346991880044105	0.7346442688414173	105	0.8905801249404866	0.03346991880044105	positive	sex_model;antibiotic_model	Escherichia	HILp QI4213
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	C18n_QI709	-0.03345428156748911	0.7347636383322876	105	0.8905801249404866	0.03345428156748911	negative	sex_model;antibiotic_model	Propionibacterium	C18n QI709
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	C8p_QI10300	0.033443914575990046	0.7348427800149964	105	0.8905801249404866	0.033443914575990046	positive	sex_model;antibiotic_model	Paraprevotella	C8p QI10300
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	C18n_QI382	-0.033319683390886104	0.7357913773345945	105	0.8914527404799375	0.033319683390886104	negative	sex_model;antibiotic_model	Sutterella	C18n QI382
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	C18n_QI2402	-0.03319515403367058	0.7367426499567995	105	0.8923280542955024	0.03319515403367058	negative	sex_model;antibiotic_model	Porphyromonas	C18n QI2402
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	HILp_QI9275	0.03316503728653437	0.7369727698318929	105	0.8923296499051171	0.03316503728653437	positive	sex_model;antibiotic_model	Escherichia	HILp QI9275
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	C18n_QI7560	0.033067885810073805	0.7377152555162524	105	0.8926938807128628	0.033067885810073805	positive	sex_model;antibiotic_model	Alistipes	C18n QI7560
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	C18n_QI744	0.03306577648174137	0.7377313788557838	105	0.8926938807128628	0.03306577648174137	positive	sex_model;antibiotic_model	Escherichia	C18n QI744
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	C18n_QI11343	0.032998133941530165	0.7382484869411683	105	0.8930425245256068	0.032998133941530165	positive	sex_model;antibiotic_model	Eggerthella	C18n QI11343
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	C18n_QI2448	-0.03291519800953763	0.7388826679418017	105	0.8935325286738066	0.03291519800953763	negative	sex_model;antibiotic_model	Roseburia	C18n QI2448
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	C18n_QI334	0.03272859216255442	0.7403102146820928	105	0.8943519991605665	0.03272859216255442	positive	sex_model;antibiotic_model	Blautia	C18n QI334
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	C18n_QI2042	0.03269591395890069	0.7405602959000066	105	0.8943519991605665	0.03269591395890069	positive	sex_model;antibiotic_model	Porphyromonas	C18n QI2042
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	C18n_QI1326	0.03268712419655816	0.7406275671981404	105	0.8943519991605665	0.03268712419655816	positive	sex_model;antibiotic_model	Porphyromonas	C18n QI1326
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	HILn_QI26736	0.03267724851174756	0.7407031517933327	105	0.8943519991605665	0.03267724851174756	positive	sex_model;antibiotic_model	Porphyromonas	HILn QI26736
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	C18n_QI10930	0.03267675720505909	0.7407069121252897	105	0.8943519991605665	0.03267675720505909	positive	sex_model;antibiotic_model	Roseburia	C18n QI10930
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	C18n_QI413	-0.032623004283640386	0.7411183596724473	105	0.8945718361877265	0.032623004283640386	negative	sex_model;antibiotic_model	Coprococcus	C18n QI413
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	C18n_QI663	0.03246941737507775	0.7422943803621258	105	0.8957141347191494	0.03246941737507775	positive	sex_model;antibiotic_model	Collinsella	C18n QI663
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	C18n_QI1750	0.03242794940908148	0.7426120039164787	105	0.8958202336140634	0.03242794940908148	positive	sex_model;antibiotic_model	Ruminococcus	C18n QI1750
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	C8p_QI21618	-0.03236610083295477	0.7430858128173843	105	0.8961146165701294	0.03236610083295477	negative	sex_model;antibiotic_model	Anaerostipes	C8p QI21618
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	C18n_QI334	0.03226207754509641	0.743882929508676	105	0.8963537965946209	0.03226207754509641	positive	sex_model;antibiotic_model	Eubacterium	C18n QI334
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	C18n_QI8815	-0.032251710553597344	0.7439623852289463	105	0.8963537965946209	0.032251710553597344	negative	sex_model;antibiotic_model	Desulfovibrio	C18n QI8815
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	C18n_QI742	-0.032200710168138594	0.744353306516039	105	0.8963537965946209	0.032200710168138594	negative	sex_model;antibiotic_model	Eubacterium	C18n QI742
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	C18n_QI663	-0.03219987559610201	0.7443597041053011	105	0.8963537965946209	0.03219987559610201	negative	sex_model;antibiotic_model	Desulfovibrio	C18n QI663
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	HILn_QI1891	-0.03212522843982821	0.7449319980011895	105	0.8963537965946209	0.03212522843982821	negative	sex_model;antibiotic_model	Anaerostipes	HILn QI1891
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	C18n_QI745	-0.032117355867250286	0.7449923623832526	105	0.8963537965946209	0.032117355867250286	negative	sex_model;antibiotic_model	Sutterella	C18n QI745
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	C18n_QI2917	-0.032109462107925535	0.745052890767952	105	0.8963537965946209	0.032109462107925535	negative	sex_model;antibiotic_model	Acidaminococcus	C18n QI2917
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	C18n_QI851	0.03209620568111134	0.7451545429231234	105	0.8963537965946209	0.03209620568111134	positive	sex_model;antibiotic_model	Porphyromonas	C18n QI851
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	C8p_QI5114	0.0320703713207881	0.7453526570144502	105	0.8963537965946209	0.0320703713207881	positive	sex_model;antibiotic_model	Haemophilus	C8p QI5114
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	C18n_QI742	0.03202965037490798	0.745664964479555	105	0.8963773815227242	0.03202965037490798	positive	sex_model;antibiotic_model	Coprococcus	C18n QI742
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	C18n_QI1549	0.03197180178312253	0.7461087024579756	105	0.8963773815227242	0.03197180178312253	positive	sex_model;antibiotic_model	Klebsiella	C18n QI1549
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	C18n_QI8008	-0.031925402947786084	0.7464646730085659	105	0.8963773815227242	0.031925402947786084	negative	sex_model;antibiotic_model	Coprobacillus	C18n QI8008
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	HILp_QI3818	0.0319199668256272	0.7465063822743188	105	0.8963773815227242	0.0319199668256272	positive	sex_model;antibiotic_model	Propionibacterium	HILp QI3818
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	HILp_QI1233	-0.031868131868131866	0.746904128620911	105	0.8963773815227242	0.031868131868131866	negative	sex_model;antibiotic_model	Dialister	HILp QI1233
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	C18n_QI13348	0.03186497724163395	0.7469283372329918	105	0.8963773815227242	0.03186497724163395	positive	sex_model;antibiotic_model	Eubacterium	C18n QI13348
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	HILp_QI6434	0.03185809515094639	0.7469811512689368	105	0.8963773815227242	0.03185809515094639	positive	sex_model;antibiotic_model	Blautia	HILp QI6434
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	C18n_QI8138	-0.03175409496164213	0.7477794042910231	105	0.896433706678018	0.03175409496164213	negative	sex_model;antibiotic_model	Eggerthella	C18n QI8138
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	C18n_QI7515	-0.031722993987144926	0.7480181715050982	105	0.896433706678018	0.031722993987144926	negative	sex_model;antibiotic_model	Desulfovibrio	C18n QI7515
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	C8p_QI2513	0.031707761516793935	0.7481351223356594	105	0.896433706678018	0.031707761516793935	positive	sex_model;antibiotic_model	Desulfovibrio	C8p QI2513
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	C8p_QI5114	-0.03170752567791511	0.7481369330883532	105	0.896433706678018	0.03170752567791511	negative	sex_model;antibiotic_model	Desulfovibrio	C8p QI5114
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	C18n_QI10930	0.03170226000414679	0.7481773628812689	105	0.896433706678018	0.03170226000414679	positive	sex_model;antibiotic_model	Prevotella	C18n QI10930
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	C18n_QI3745	0.031603403071002886	0.7489365120126086	105	0.8967626176227349	0.031603403071002886	positive	sex_model;antibiotic_model	Clostridium	C18n QI3745
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	C18n_QI2042	0.03153931674874288	0.7494287763891381	105	0.8967626176227349	0.03153931674874288	positive	sex_model;antibiotic_model	Escherichia	C18n QI2042
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	C18n_QI1056	-0.03152698923643469	0.7495234788886479	105	0.8967626176227349	0.03152698923643469	negative	sex_model;antibiotic_model	Coprococcus	C18n QI1056
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	C8p_QI2513	-0.031479610820679634	0.7498874843008307	105	0.8967626176227349	0.031479610820679634	negative	sex_model;antibiotic_model	Parasutterella	C8p QI2513
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	C18n_QI2228	-0.031470503622259706	0.7499574606301262	105	0.8967626176227349	0.031470503622259706	negative	sex_model;antibiotic_model	Klebsiella	C18n QI2228
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	HILp_QI3606	0.03142967694118047	0.7502711825920969	105	0.8967626176227349	0.03142967694118047	positive	sex_model;antibiotic_model	Haemophilus	HILp QI3606
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	C18n_QI743	-0.03138088326767571	0.7506461782113367	105	0.8967626176227349	0.03138088326767571	negative	sex_model;antibiotic_model	Sutterella	C18n QI743
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	C18n_QI11350	0.03137051627617665	0.7507258594715307	105	0.8967626176227349	0.03137051627617665	positive	sex_model;antibiotic_model	Anaerostipes	C18n QI11350
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	HILp_QI15737	0.0313611843608349	0.7507975873207381	105	0.8967626176227349	0.0313611843608349	positive	sex_model;antibiotic_model	Parabacteroides	HILp QI15737
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	C18n_QI2448	0.03133941530167945	0.7509649189684631	105	0.8967626176227349	0.03133941530167945	positive	sex_model;antibiotic_model	Dialister	C18n QI2448
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	HILp_QI6434	0.03132937310320859	0.7510421139588603	105	0.8967626176227349	0.03132937310320859	positive	sex_model;antibiotic_model	Acidaminococcus	HILp QI6434
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	C18n_QI4641	-0.03130738497528359	0.7512111466085833	105	0.8967626176227349	0.03130738497528359	negative	sex_model;antibiotic_model	Bacteroides	C18n QI4641
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	HILp_QI3032	-0.03125680341038183	0.7516000345425408	105	0.8969523056046234	0.03125680341038183	negative	sex_model;antibiotic_model	Sutterella	HILp QI3032
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	C18n_QI11341	0.03119427742069251	0.7520808411035241	105	0.8972515387897657	0.03119427742069251	positive	sex_model;antibiotic_model	Clostridium	C18n QI11341
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	C18n_QI742	0.031122515107775937	0.7526327891392866	105	0.8975797866167273	0.031122515107775937	positive	sex_model;antibiotic_model	Lactobacillus	C18n QI742
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	HILp_QI3606	0.031087090867172557	0.7529052948293974	105	0.8975797866167273	0.031087090867172557	positive	sex_model;antibiotic_model	Escherichia	HILp QI3606
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	C18n_QI8138	-0.03102840555670744	0.753356806148972	105	0.8975797866167273	0.03102840555670744	negative	sex_model;antibiotic_model	Bilophila	C18n QI8138
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	C18n_QI4641	-0.031027299026200536	0.7533653203398225	105	0.8975797866167273	0.031027299026200536	negative	sex_model;antibiotic_model	Sutterella	C18n QI4641
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	C18n_QI7560	0.03100892240565108	0.7535067234315809	105	0.8975797866167273	0.03100892240565108	positive	sex_model;antibiotic_model	Bilophila	C18n QI7560
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	C18n_QI11343	0.030862533692722367	0.7546334352792428	105	0.8986474496455105	0.030862533692722367	positive	sex_model;antibiotic_model	Lactobacillus	C18n QI11343
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	HILp_QI3060	-0.030769230769230767	0.7553518297929603	105	0.8992283688011432	0.030769230769230767	negative	sex_model;antibiotic_model	Subdoligranulum	HILp QI3060
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	C8p_QI2513	-0.030515155605287374	0.7573091605117889	105	0.9012834073835754	0.030515155605287374	negative	sex_model;antibiotic_model	Bilophila	C8p QI2513
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	C18n_QI11343	0.03047895500725689	0.7575881659348425	105	0.9013404048645166	0.03047895500725689	positive	sex_model;antibiotic_model	Anaerostipes	C18n QI11343
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	C18n_QI745	-0.030427514354544737	0.757984683106643	105	0.9015371345275718	0.030427514354544737	negative	sex_model;antibiotic_model	Parasutterella	C18n QI745
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	HILp_QI15737	-0.030230584362379128	0.7595032468741628	105	0.9029867626270179	0.030230584362379128	negative	sex_model;antibiotic_model	Propionibacterium	HILp QI15737
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	C18n_QI873	0.03020941322828115	0.7596665559433963	105	0.9029867626270179	0.03020941322828115	positive	sex_model;antibiotic_model	Prevotella	C18n QI873
